"id","mien","english","category","source"
"288","Mienh nyei ndeic-huv jauv bun zuangx mienh duqv nyanc","'The Mien farming way feeds the community.' Agriculture was not merely individual enterprise but a communal activity. Families shared labor during planting and harvest, and food was distributed among kin.","agriculture","Arisawa (2016)"
"289","Ndeic-huv nyei gong oix zuqc zoux lomh nzoih","'Farm work must be done together.' Collective labor was essential for the intensive tasks of clearing, planting, and harvesting. Work parties of extended family and neighbors were organized for major tasks.","agriculture","Arisawa (2016)"
"290","Mienh yiem Meih Guoqv yaac corc jangx mbong nyei gong","'Mien in America still remember mountain farming.' Even after resettlement in the United States, many Mien elders maintain gardens and farming knowledge. Community gardens in cities like Sacramento connect diaspora Mien to their agricultural heritage.","agriculture","Arisawa (2016)"
"291","Mienh cuotv Naamh Ging Guoqv daaih","'The Mien came from China.' The Iu Mien trace their origins to southern China, particularly the provinces of Guizhou, Hunan, Yunnan, and Guangxi. Centuries of conflict and displacement drove them southward.","migration","Arisawa (2016)"
"292","Mienh suiv jauv njiec Laos caux Thailand","'The Mien followed the path down to Laos and Thailand.' Beginning in the nineteenth century, Mien communities migrated from China into the mountainous regions of Laos, Vietnam, and northern Thailand.","migration","Arisawa (2016)"
"293","Mienh nyei bieqc Meih Guoqv nyei jauv se nzauh haic","'The Mien path entering America was very difficult.' Mien refugees endured war, displacement, and dangerous border crossings before reaching refugee camps and eventually resettlement in the United States.","migration","Arisawa (2016)"
"294","Mienh yiem Laos zuqc domh qaqv-baengc","'Mien in Laos suffered great calamity.' During the Vietnam War era, many Mien in Laos were recruited by the CIA to fight communist forces. The war's end brought devastating consequences for these communities.","migration","Arisawa (2016)"
"295","Biaux ndortv daaih taux domh koiv-hlen","'Fleeing across to the great river.' Thousands of Mien fled Laos by crossing the Mekong River into Thailand. Many died in the crossing from drowning, exhaustion, or hostile fire.","migration","Arisawa (2016)"
"296","Yiem naamh mienh nyei dorngx zuov mingh Meih Guoqv","'Living in the refugee camp waiting to go to America.' Mien refugees spent months or years in Thai refugee camps awaiting resettlement. Camp life was marked by uncertainty, overcrowding, and cultural dislocation.","migration","Arisawa (2016)"
"297","Mienh daaih taux Meih Guoqv se yietc cin juov baamz nyeic ziepc hnyangx","'The Mien arrived in America around 1980.' The first significant wave of Mien refugees reached the United States in the early 1980s. They were settled primarily in California, Oregon, and Washington.","migration","Arisawa (2016)"
"298","Sacramento se Mienh nyei domh zingh yiem Meih Guoqv","'Sacramento is the Mien great city in America.' Sacramento, California became home to the largest Mien community in the United States. Thousands of Mien families established themselves in this city.","migration","Arisawa (2016)"
"299","Mienh yiem Meih Guoqv oix zuqc hoqc siang nyei jauv","'Mien in America must learn new ways.' Resettlement required rapid adaptation to American life including new language, education systems, employment, and social norms. This transition was especially challenging for elders.","migration","Arisawa (2016)"
"300","Mienh nyei fu'jueiv yiem Meih Guoqv zanc-zanc hoqc i nyungc waac","'Mien children in America often learn two languages.' Bilingualism is common among Mien American youth who learn English at school and Mien at home. Maintaining the home language remains a priority for many families.","migration","Arisawa (2016)"
"301","Gapv zunv nyei jauv bun Mienh duqv yiem Meih Guoqv","'Mutual aid helped the Mien survive in America.' Mien community organizations provided essential support for newly arrived refugees. They offered translation, job assistance, and cultural orientation services.","migration","Arisawa (2016)"
"302","Mienh nyei ong-taaix yiem mbong juangc kuv buo cin hnyangx","'Mien ancestors lived in the mountains for over three thousand years.' The Mien have a deeply rooted highland identity stretching back millennia in southern China. This long mountain history shaped every aspect of their culture.","migration","Arisawa (2016)"
"303","Biaux ndortv nyei ziangh hoc Mienh lorz maiv buatc ganh nyei mienh","'During flight the Mien could not find their own people.' Families were separated during the chaotic evacuation from Laos. Some relatives were not reunited for years or decades after the war.","migration","Arisawa (2016)"
"304","Mienh yiem Meih Guoqv corc jangx jienv Laos nyei mbong","'Mien in America still remember the mountains of Laos.' Nostalgia for the mountain homeland persists among elder Mien refugees. The landscape of their youth remains vivid in memory and oral narrative.","migration","Arisawa (2016)"
"305","Mienh nyei guoqv-jien sou gorngv taux suiv jauv nyei jauv-louz","'The Mien charter document speaks about the migration path.' A legendary document attributed to the Chinese emperor granted the Mien rights and identity. It has served as a symbol of Mien legitimacy and autonomy.","migration","Arisawa (2016)"
"306","Cuotv naamh mienh nyei dorngx bieqc Meih Guoqv se hnangv siang nyei maengc","'Leaving the refugee camp and entering America was like a new life.' Resettlement marked a profound rupture and renewal. Everything from climate to food to social structures was unfamiliar.","migration","Arisawa (2016)"
"307","Mienh daaih camv nyei guoqv mv baac hnyouv corc yietc nyungc","'Mien come from many countries but the heart remains the same.' Despite dispersal across Thailand, Laos, France, and the United States, Mien communities maintain shared cultural identity and mutual recognition.","migration","Arisawa (2016)"
"308","Mienh yiem Meih Guoqv oix zuqc goux jienv gorn-ndoqv","'Mien in America must preserve their heritage.' Cultural preservation is a central concern for diaspora Mien. Language classes, ceremonial practice, and community events all serve to maintain tradition in the new setting.","migration","Arisawa (2016)"
"309","Mienh nyei siang hnoi yiem Meih Guoqv se maaih lamh hnamv","'The Mien new generation in America has hope.' Young Mien Americans are increasingly pursuing higher education and professional careers. They represent the promise of the community's future while navigating dual cultural identities.","migration","Arisawa (2016)"
"310","Mienh suiv jauv mingh go camv nyei guoqv mv baac maiv guangc waac","'Mien migrated through many countries but did not abandon their language.' Through every stage of migration, the Mien maintained their language. This linguistic continuity is one of the remarkable achievements of this diaspora community.","migration","Arisawa (2016)"
"311","Mienh nyei lui-ndaauv se nzueic haic","'Mien embroidery is very beautiful.' Mien cross-stitch embroidery is renowned for its intricate geometric patterns and vibrant colors. Women learn these skills from childhood, and each piece can take months to complete.","clothing","Arisawa (2016)"
"312","M'sieqv dorn nyei lui-ndaauv gorngv taux Mienh nyei jauv-louz","'Women's embroidery tells the Mien story.' The patterns and motifs in Mien needlework encode cultural narratives, cosmological symbols, and clan identities. Each design carries meaning beyond its visual beauty.","clothing","Arisawa (2016)"
"313","Mienh nyei biauv-zeih lui se maaih domh eix-leiz","'Mien household textiles have great significance.' Embroidered household items such as baby carriers, blankets, and ceremonial cloths serve both practical and symbolic purposes. They mark family milestones and spiritual transitions.","clothing","Arisawa (2016)"
"314","Bieqc nyeic nyei lui se nzueic jiex nyei","'Wedding clothing is the most beautiful.' Mien bridal attire represents the highest achievement of textile artistry. The bride's outfit is elaborately embroidered with symbolic patterns indicating fertility, prosperity, and family honor.","clothing","Arisawa (2016)"
"315","M'sieqv dorn ndaam ndaatv se Mienh nyei jauv","'Women wearing turbans is the Mien way.' The traditional Mien women's turban is a distinctive cultural marker. The long cloth is wound carefully around the head in a style that identifies the wearer as Mien.","clothing","Arisawa (2016)"
"316","Lui-ndaauv nyei setv mueiz maaih nzunc nyei nzaanx","'Embroidery patterns have angular shapes.' Mien cross-stitch follows a grid pattern that produces geometric, angular designs rather than curved lines. These precise patterns require careful counting and planning.","clothing","Arisawa (2016)"
"317","Mienh nyei lui longc suiv caux baeqc caux njang nyei setv","'Mien clothing uses red, white, and bright colors.' The traditional Mien color palette features vibrant reds, crisp whites, and bright accents. Red symbolizes vitality and celebration, while white represents purity.","clothing","Arisawa (2016)"
"318","Mienh nyei sai-gorx lui se maaih hmuangx","'Mien men's clothing has dark colors.' Traditional men's attire features dark blue or black fabric. Men's clothing is simpler than women's but still carries cultural significance in cut and construction.","clothing","Arisawa (2016)"
"319","Mienh nyei lui-ndaauv oix zuqc hoqc camv hnyangx","'Mien embroidery must be studied for many years.' Mastering the full range of Mien embroidery techniques takes years of practice. Girls traditionally began learning from their mothers and grandmothers at a young age.","clothing","Arisawa (2016)"
"320","Siang hnoi nyei mienh corc hoqc lui-ndaauv nyei jauv","'New generation people still learn the embroidery way.' Despite modernization, some young Mien women continue to learn traditional embroidery. Cultural organizations and community classes help preserve this endangered art form.","clothing","Arisawa (2016)"
"321","Mienh nyei lui-ndaauv longc suiv-muonc caux zaanv","'Mien embroidery uses thread and cloth.' Traditional embroidery employs cotton or silk thread on indigo-dyed cotton cloth. Modern embroiderers sometimes use commercially dyed threads while maintaining traditional patterns.","clothing","Arisawa (2016)"
